timestamp,open,high,low,close,volume
2026-07-21 19:00:00,66319.96,66502.8,66264.12,66444.76,623.55174
2026-07-21 20:00:00,66444.76,66496.0,66359.3,66406.57,288.41886
2026-07-21 21:00:00,66406.58,66408.26,66290.0,66385.0,330.71956
2026-07-21 22:00:00,66385.0,66388.35,66204.0,66304.02,432.0724
2026-07-21 23:00:00,66304.02,66576.0,66228.55,66556.16,334.55343
2026-07-22 00:00:00,66556.15,66739.89,66525.54,66620.97,961.25987
2026-07-22 01:00:00,66620.97,66661.79,66282.65,66433.3,801.8459
2026-07-22 02:00:00,66433.29,66532.26,66298.0,66314.12,584.2039
2026-07-22 03:00:00,66314.12,66371.27,66176.0,66210.0,535.35393
2026-07-22 04:00:00,66209.99,66424.0,66198.0,66381.05,1016.50384
2026-07-22 05:00:00,66381.05,66381.05,65944.51,65974.9,732.84767
2026-07-22 06:00:00,65974.9,66026.93,65830.94,65934.33,677.13061
2026-07-22 07:00:00,65934.34,65968.9,65701.0,65843.48,1698.20928
2026-07-22 08:00:00,65843.48,66164.57,65843.47,65987.96,1762.03259
2026-07-22 09:00:00,65987.97,66082.5,65850.0,65928.0,1983.57551
2026-07-22 10:00:00,65928.01,66116.36,65898.0,66046.02,636.27622
2026-07-22 11:00:00,66046.01,66092.59,65909.16,66013.36,789.42664
2026-07-22 12:00:00,66013.36,66013.37,65553.67,65636.01,572.31956
2026-07-22 13:00:00,65636.01,65982.28,65559.66,65951.39,762.44551
2026-07-22 14:00:00,65951.38,66204.98,65588.0,65793.98,977.66799
2026-07-22 15:00:00,65793.98,66125.0,65793.98,66047.39,689.66439
2026-07-22 16:00:00,66047.38,66384.0,65911.6,66229.01,531.34681
2026-07-22 17:00:00,66229.01,66275.29,65944.0,66024.03,332.68865
2026-07-22 18:00:00,66024.02,66075.91,65726.08,65895.46,372.67709
2026-07-22 19:00:00,65895.46,65958.56,65691.93,65923.19,284.49057
2026-07-22 20:00:00,65923.19,65986.0,65791.79,65919.68,303.33342
2026-07-22 21:00:00,65919.67,66133.98,65892.64,66072.47,345.28683
2026-07-22 22:00:00,66072.48,66080.94,65932.0,66044.17,283.8249
2026-07-22 23:00:00,66044.17,66138.24,65844.3,66114.49,440.45434
2026-07-23 00:00:00,66114.5,66313.14,66054.58,66058.19,818.52742
2026-07-23 01:00:00,66058.2,66208.0,65751.0,65830.0,911.89269
2026-07-23 02:00:00,65830.0,65843.25,65653.23,65805.34,489.67764
2026-07-23 03:00:00,65805.35,65816.0,65585.11,65662.53,518.12407
2026-07-23 04:00:00,65662.53,65738.99,65590.12,65616.48,673.83221
2026-07-23 05:00:00,65616.49,65797.93,65570.12,65691.01,258.16071
2026-07-23 06:00:00,65691.01,65821.17,65625.2,65790.0,198.22051
2026-07-23 07:00:00,65790.0,65790.0,65351.02,65442.13,625.4986
2026-07-23 08:00:00,65442.12,65665.99,65419.75,65633.0,617.22753
2026-07-23 09:00:00,65632.99,65757.99,65608.18,65638.92,505.16907
2026-07-23 10:00:00,65638.92,65792.09,65589.69,65740.0,314.19369
2026-07-23 11:00:00,65740.0,65740.01,65540.93,65555.21,260.87827
2026-07-23 12:00:00,65555.21,65589.41,64988.05,65167.04,1080.21623
2026-07-23 13:00:00,65167.05,65221.29,64863.62,64880.0,1019.68548
2026-07-23 14:00:00,64880.0,65216.24,64822.13,64909.99,1122.58373
2026-07-23 15:00:00,64910.0,65023.68,64728.0,64958.36,1087.45523
2026-07-23 16:00:00,64958.37,64961.15,64704.57,64756.84,823.97347
2026-07-23 17:00:00,64756.84,64900.0,64650.0,64681.27,610.54166
2026-07-23 18:00:00,64681.26,64948.05,64680.0,64869.12,473.57506
2026-07-23 19:00:00,64869.13,64934.75,64686.56,64846.94,525.37224
2026-07-23 20:00:00,64846.93,65217.93,64834.52,65147.5,435.69297
2026-07-23 21:00:00,65147.5,65210.35,65014.0,65169.81,348.6782
2026-07-23 22:00:00,65169.82,65227.99,65013.94,65195.43,465.02672
2026-07-23 23:00:00,65195.43,65235.43,65052.01,65098.97,514.02333
2026-07-24 00:00:00,65098.98,65113.86,64762.18,64973.99,343.41298
2026-07-24 01:00:00,64974.0,65168.0,64944.37,65086.0,666.39562
2026-07-24 02:00:00,65086.0,65187.57,64925.45,65116.99,432.3739
2026-07-24 03:00:00,65116.99,65464.35,65078.0,65456.7,382.6998
2026-07-24 04:00:00,65456.7,65469.86,65272.26,65318.0,299.6958
2026-07-24 05:00:00,65318.01,65394.0,65248.0,65325.0,372.30415
2026-07-24 06:00:00,65325.01,65519.93,65278.07,65472.0,914.26438
2026-07-24 07:00:00,65472.0,65808.59,65320.69,65499.95,1219.60281
2026-07-24 08:00:00,65499.94,65508.17,65302.18,65302.18,306.26025
2026-07-24 09:00:00,65302.18,65314.66,64952.38,65113.13,478.93491
2026-07-24 10:00:00,65113.13,65157.99,64906.85,64950.0,716.12782
2026-07-24 11:00:00,64950.01,65099.99,64857.14,65083.43,751.17375
2026-07-24 12:00:00,65083.42,65133.99,64766.0,64780.01,507.45117
2026-07-24 13:00:00,64780.0,64802.0,63920.01,64155.46,2007.68582
2026-07-24 14:00:00,64155.47,64198.3,63739.75,64055.12,1591.08926
2026-07-24 15:00:00,64055.11,64333.33,63858.0,64093.85,1939.18979
2026-07-24 16:00:00,64093.86,64200.0,63881.46,63958.0,529.35925
2026-07-24 17:00:00,63958.01,64202.91,63905.51,64180.0,525.47557
2026-07-24 18:00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-24 19:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-24 20:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-24 21:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-24 22:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-24 23:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 00:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 01:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 02:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 03:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 04:00:00,64085.36,64205.67,64085.15,64181.46,171.38031
2026-07-25 05:00:00,64181.45,64199.76,63980.01,64024.0,245.62438
2026-07-25 06:00:00,64024.0,64063.37,63964.57,64010.0,248.54758
2026-07-25 07:00:00,64010.0,64038.52,64000.0,64003.2,408.36611
2026-07-25 08:00:00,64003.2,64010.01,63810.0,63876.06,507.52898
2026-07-25 09:00:00,63876.07,64024.72,63830.0,63999.99,1813.6121
2026-07-25 10:00:00,64000.0,64070.0,63996.0,64070.0,200.57959
2026-07-25 11:00:00,64069.99,64113.0,64047.09,64064.01,226.46632
2026-07-25 12:00:00,64064.01,64123.8,64043.0,64123.8,179.4102
2026-07-25 13:00:00,64123.8,64267.78,64106.74,64172.0,285.46591
2026-07-25 14:00:00,64172.01,64217.09,64126.0,64214.04,270.20323
2026-07-25 15:00:00,64214.05,64272.0,64169.99,64182.0,193.98029
2026-07-25 16:00:00,64182.01,64241.71,64123.0,64206.6,126.61028
2026-07-25 17:00:00,64206.61,64356.0,64194.37,64267.4,187.81706
2026-07-25 18:00:00,64267.41,64475.28,64267.41,64415.99,314.52068
