timestamp,open,high,low,close,volume
2026-05-13 03:00:00,1.4489,1.4514,1.4489,1.4514,1245.350906
2026-05-13 04:00:00,1.452,1.4638,1.4513,1.4637,28891.141277
2026-05-13 05:00:00,1.4642,1.4642,1.4533,1.4534,24152.29183
2026-05-13 06:00:00,1.454,1.4606,1.454,1.4567,37853.906829
2026-05-13 07:00:00,1.46,1.4636,1.46,1.4636,7895.735997
2026-05-13 08:00:00,1.4604,1.464,1.4603,1.464,925.741027
2026-05-13 09:00:00,1.4624,1.4685,1.4624,1.4685,272.820522
2026-05-13 10:00:00,1.4685,1.4685,1.4527,1.4527,35530.217999
2026-05-13 11:00:00,1.4529,1.4541,1.4478,1.448,4713.809121
2026-05-13 12:00:00,1.4486,1.4486,1.427,1.4371,22296.161342
2026-05-13 13:00:00,1.437,1.4384,1.423,1.423,5516.25895
2026-05-13 14:00:00,1.4272,1.4293,1.4272,1.4293,1905.376688
2026-05-13 15:00:00,1.4309,1.4309,1.4133,1.4168,11120.030721
2026-05-13 16:00:00,1.4162,1.4265,1.4109,1.4265,19707.268796
2026-05-13 17:00:00,1.4267,1.4315,1.4267,1.4315,4902.380275
2026-05-13 18:00:00,1.4301,1.4331,1.4238,1.4238,585.927684
2026-05-13 19:00:00,1.4209,1.4228,1.418,1.4195,10125.378588
2026-05-13 20:00:00,1.4211,1.4268,1.4201,1.4252,18493.407602
2026-05-13 21:00:00,1.4248,1.4248,1.4184,1.4195,9601.245132
2026-05-13 22:00:00,1.4163,1.4245,1.4161,1.4245,17542.183711
2026-05-13 23:00:00,1.4225,1.4296,1.4217,1.4296,27947.553141
2026-05-14 00:00:00,1.4296,1.4332,1.4289,1.4332,40055.42232
2026-05-14 01:00:00,1.432,1.4345,1.4271,1.4302,54770.784328
2026-05-14 02:00:00,1.4325,1.4333,1.4279,1.4279,13821.218771
2026-05-14 04:00:00,1.4289,1.4331,1.4289,1.4331,147.963842
2026-05-14 05:00:00,1.4336,1.4395,1.4296,1.4296,862.806784
2026-05-14 06:00:00,1.4287,1.4348,1.4287,1.4348,24818.222957
2026-05-14 07:00:00,1.4346,1.4356,1.4313,1.4332,32671.638908
2026-05-14 08:00:00,1.4336,1.4361,1.4307,1.4339,64.078958
2026-05-14 09:00:00,1.4339,1.4341,1.4285,1.4305,699.59287
2026-05-14 10:00:00,1.4309,1.4373,1.4288,1.4364,1982.929723
2026-05-14 11:00:00,1.4364,1.439,1.4331,1.4331,1511.140958
2026-05-14 12:00:00,1.4327,1.4523,1.4327,1.4486,51865.197532
2026-05-14 13:00:00,1.4478,1.4585,1.441,1.441,44893.904125
2026-05-14 14:00:00,1.4444,1.4738,1.4393,1.4716,77466.43082
2026-05-14 15:00:00,1.4685,1.4733,1.4633,1.4726,9612.519675
2026-05-14 16:00:00,1.4731,1.4807,1.4651,1.4807,20120.809239
2026-05-14 17:00:00,1.4788,1.5,1.4733,1.4859,65366.574155
2026-05-14 18:00:00,1.4869,1.5467,1.4866,1.5467,190923.00858
2026-05-14 19:00:00,1.5453,1.5489,1.5117,1.5174,37421.665603
2026-05-14 20:00:00,1.5171,1.5171,1.4976,1.5089,9374.747925
2026-05-14 21:00:00,1.5056,1.5056,1.4948,1.4977,37409.28204
2026-05-14 22:00:00,1.4961,1.5058,1.4931,1.4932,12151.31075
2026-05-14 23:00:00,1.4919,1.4941,1.4862,1.4866,11535.753528
2026-05-15 00:00:00,1.4876,1.5,1.4876,1.4981,8602.604737
2026-05-15 01:00:00,1.4971,1.4977,1.4845,1.4845,19574.092753
2026-05-15 02:00:00,1.4827,1.4924,1.477,1.4912,20874.736076
2026-05-15 03:00:00,1.4902,1.4902,1.4842,1.4879,3039.736756
2026-05-15 04:00:00,1.4832,1.4842,1.4727,1.4727,8321.79981
2026-05-15 05:00:00,1.4728,1.474,1.4553,1.4627,43310.364721
2026-05-15 06:00:00,1.4643,1.4715,1.4642,1.4688,28105.834038
2026-05-15 07:00:00,1.4685,1.4693,1.4618,1.4671,28414.49843
2026-05-15 08:00:00,1.4665,1.4723,1.4659,1.4673,25569.024368
2026-05-15 09:00:00,1.4689,1.4689,1.4643,1.465,8979.168347
2026-05-15 10:00:00,1.4657,1.4753,1.4657,1.473,2706.85202
2026-05-15 11:00:00,1.4711,1.4711,1.468,1.4684,8205.287179
2026-05-15 12:00:00,1.4676,1.4676,1.4551,1.4566,4694.092695
2026-05-15 13:00:00,1.4564,1.4586,1.4295,1.4295,21589.868046
2026-05-15 14:00:00,1.4295,1.4399,1.4295,1.4396,3572.849724
2026-05-15 15:00:00,1.4385,1.4413,1.4303,1.4303,1756.438093
2026-05-15 16:00:00,1.4351,1.4475,1.4351,1.4475,18982.912474
2026-05-15 17:00:00,1.4501,1.4501,1.4437,1.4437,1088.951055
2026-05-15 18:00:00,1.444,1.444,1.4389,1.4389,6119.138381
2026-05-15 19:00:00,1.4392,1.4395,1.4324,1.4333,6801.177439
2026-05-15 21:00:00,1.4356,1.4356,1.4304,1.4342,1444.115603
2026-05-15 23:00:00,1.4343,1.4343,1.4337,1.434,766.598057
2026-05-16 00:00:00,1.4337,1.4383,1.4337,1.4347,1168.96906
2026-05-16 01:00:00,1.4338,1.4389,1.4318,1.4389,5742.335077
2026-05-16 02:00:00,1.4382,1.4388,1.4357,1.4385,3687.340928
2026-05-16 03:00:00,1.4384,1.4384,1.4335,1.4335,3975.481818
2026-05-16 04:00:00,1.4347,1.4364,1.4193,1.424,61341.053311
2026-05-16 05:00:00,1.4268,1.4295,1.4216,1.4216,28688.438284
2026-05-16 06:00:00,1.4193,1.4214,1.4152,1.42,7193.109564
2026-05-16 07:00:00,1.4133,1.4172,1.4057,1.4172,6253.570747
2026-05-16 08:00:00,1.4177,1.4177,1.415,1.415,2924.939641
2026-05-16 09:00:00,1.4121,1.4121,1.4019,1.4019,11870.019145
2026-05-16 10:00:00,1.4019,1.4099,1.3966,1.4099,10131.60051
2026-05-16 11:00:00,1.4125,1.4128,1.4103,1.4103,1592.374243
2026-05-16 12:00:00,1.4097,1.4124,1.4097,1.4122,17008.871561
2026-05-16 13:00:00,1.4129,1.4147,1.4101,1.4102,23724.249768
2026-05-16 14:00:00,1.4093,1.4134,1.4071,1.4103,32980.620724
2026-05-16 15:00:00,1.4104,1.4193,1.4104,1.4193,1510.428305
2026-05-16 16:00:00,1.4202,1.4202,1.415,1.418,22159.451642
2026-05-16 17:00:00,1.4181,1.4181,1.417,1.417,3555.654185
2026-05-16 18:00:00,1.4158,1.4166,1.4147,1.4164,1434.513051
2026-05-16 19:00:00,1.4174,1.4188,1.4169,1.4188,135.205311
2026-05-16 21:00:00,1.4155,1.4158,1.4145,1.4147,1997.90802
2026-05-17 00:00:00,1.4169,1.417,1.4092,1.4092,485.381989
2026-05-17 01:00:00,1.4132,1.4134,1.4043,1.4043,14597.926344
2026-05-17 02:00:00,1.4031,1.417,1.4031,1.417,46531.043915
2026-05-17 05:00:00,1.4193,1.4215,1.4179,1.4179,4069.111994
2026-05-17 06:00:00,1.4169,1.4176,1.4169,1.4176,2.681471
2026-05-17 08:00:00,1.4163,1.4195,1.4155,1.4177,30883.51576
2026-05-17 09:00:00,1.4179,1.4215,1.4174,1.4215,1093.642662
2026-05-17 10:00:00,1.4238,1.4284,1.4215,1.4215,53026.746047
2026-05-17 11:00:00,1.4239,1.4239,1.4216,1.4224,867.168619
2026-05-17 12:00:00,1.4232,1.4263,1.4185,1.4185,2069.487581
2026-05-17 13:00:00,1.417,1.4195,1.4165,1.4195,1894.706331
2026-05-17 14:00:00,1.4181,1.4181,1.4112,1.4146,256.043382
2026-05-17 15:00:00,1.4137,1.4137,1.4099,1.4099,7579.435281
2026-05-17 17:00:00,1.4126,1.4129,1.4092,1.4106,450.998069
2026-05-17 18:00:00,1.4081,1.4159,1.4077,1.4159,851.843013
2026-05-17 19:00:00,1.4193,1.4233,1.4184,1.4184,4627.780445
2026-05-17 21:00:00,1.419,1.426,1.4116,1.4116,2588.015505
2026-05-17 22:00:00,1.4132,1.4158,1.4102,1.4115,2844.923105
2026-05-17 23:00:00,1.4123,1.414,1.3713,1.402,72248.876909
2026-05-18 00:00:00,1.4001,1.4001,1.3897,1.392,71664.200742
2026-05-18 01:00:00,1.386,1.3984,1.386,1.3984,8107.130881
2026-05-18 02:00:00,1.396,1.4004,1.3911,1.4004,2654.999107
2026-05-18 03:00:00,1.3945,1.396,1.3929,1.3948,603.608431
2026-05-18 04:00:00,1.3883,1.397,1.3883,1.3944,27334.765277
2026-05-18 05:00:00,1.3948,1.3948,1.3892,1.3898,6767.575205
2026-05-18 06:00:00,1.3885,1.3885,1.3794,1.3867,83632.925006
2026-05-18 07:00:00,1.3803,1.3884,1.3803,1.3873,1587.750059
2026-05-18 08:00:00,1.3883,1.3883,1.3834,1.3865,2183.568044
2026-05-18 09:00:00,1.3843,1.3873,1.3806,1.3806,2138.446
2026-05-18 10:00:00,1.3817,1.3817,1.3781,1.3794,2820.015988
2026-05-18 11:00:00,1.3765,1.3951,1.3765,1.3934,3905.826341
2026-05-18 12:00:00,1.3929,1.4024,1.3921,1.3996,5432.973532
2026-05-18 13:00:00,1.3906,1.3906,1.3771,1.3839,5866.531845
2026-05-18 14:00:00,1.3835,1.3853,1.3718,1.3758,15303.235007
2026-05-18 15:00:00,1.3744,1.3774,1.3683,1.3753,13030.139552
2026-05-18 16:00:00,1.3764,1.3809,1.3714,1.3782,6975.115419
2026-05-18 17:00:00,1.3788,1.3828,1.378,1.378,4377.356022
2026-05-18 18:00:00,1.3775,1.3775,1.3672,1.3679,20325.515059
2026-05-18 19:00:00,1.3696,1.3891,1.3696,1.3891,11718.307365
2026-05-18 20:00:00,1.3892,1.3919,1.3838,1.3838,10005.630782
2026-05-18 21:00:00,1.3881,1.3947,1.3881,1.3936,23264.209201
2026-05-18 22:00:00,1.3954,1.3954,1.3924,1.3933,5468.279138
2026-05-18 23:00:00,1.3912,1.3912,1.3899,1.3899,409.828107
2026-05-19 00:00:00,1.3927,1.3941,1.3927,1.3927,372.597573
2026-05-19 01:00:00,1.3883,1.3883,1.3815,1.3815,921.834168
2026-05-19 02:00:00,1.388,1.3883,1.3786,1.3799,6856.366923
2026-05-19 03:00:00,1.3803,1.3841,1.38,1.38,1785.947068
2026-05-19 05:00:00,1.3872,1.3874,1.3822,1.3831,23461.156899
2026-05-19 06:00:00,1.3835,1.3864,1.3835,1.3864,3247.716816
2026-05-19 07:00:00,1.3853,1.3898,1.3814,1.3814,42396.774928
2026-05-19 08:00:00,1.382,1.3858,1.3812,1.3812,25884.856146
2026-05-19 09:00:00,1.383,1.3835,1.3714,1.3742,5409.639694
2026-05-19 10:00:00,1.3743,1.3762,1.369,1.372,4751.305801
2026-05-19 11:00:00,1.3708,1.3726,1.3708,1.3718,5148.119629
2026-05-19 12:00:00,1.3727,1.3782,1.3724,1.3743,2018.217179
2026-05-19 13:00:00,1.3746,1.378,1.3719,1.375,8113.20892
2026-05-19 14:00:00,1.3746,1.3796,1.3618,1.3691,31153.664426
2026-05-19 15:00:00,1.3697,1.3712,1.3656,1.3658,2453.540268
2026-05-19 16:00:00,1.3652,1.3742,1.3637,1.3742,2769.935942
2026-05-19 17:00:00,1.3722,1.3722,1.3629,1.3636,7040.228717
2026-05-19 18:00:00,1.3668,1.3668,1.3618,1.362,760.941745
2026-05-19 19:00:00,1.3613,1.3613,1.3561,1.3561,50427.265546
2026-05-19 20:00:00,1.3583,1.359,1.3571,1.3574,6493.814077
2026-05-19 21:00:00,1.3585,1.3609,1.3585,1.3585,28457.681899
2026-05-19 22:00:00,1.357,1.3635,1.3532,1.3635,3596.57165
2026-05-20 00:00:00,1.3635,1.3635,1.3551,1.3553,3214.878062
2026-05-20 01:00:00,1.3544,1.3551,1.3488,1.3511,2294.870275
2026-05-20 02:00:00,1.351,1.3572,1.351,1.3572,373.943188
2026-05-20 03:00:00,1.3576,1.3584,1.3576,1.3582,571.901717
2026-05-20 04:00:00,1.3563,1.3646,1.3563,1.3646,35.913491
2026-05-20 05:00:00,1.3649,1.3692,1.3649,1.3692,1086.367547
2026-05-20 06:00:00,1.3692,1.3717,1.3681,1.3704,10882.710968
2026-05-20 07:00:00,1.3724,1.3726,1.3697,1.3716,432.786845
2026-05-20 08:00:00,1.3718,1.3718,1.3699,1.3699,2910.704145
2026-05-20 09:00:00,1.3699,1.3725,1.369,1.3707,558.769311
2026-05-20 10:00:00,1.3725,1.3752,1.3696,1.3696,130.709782
2026-05-20 11:00:00,1.3697,1.3738,1.365,1.3738,1409.536999
2026-05-20 13:00:00,1.3736,1.374,1.3628,1.3632,2758.637231
2026-05-20 14:00:00,1.3703,1.374,1.3703,1.3729,2233.494106
2026-05-20 15:00:00,1.3727,1.3757,1.3706,1.374,4150.76125
2026-05-20 16:00:00,1.3748,1.3749,1.3741,1.3741,1659.230754
2026-05-20 17:00:00,1.3731,1.3807,1.3727,1.3752,1962.857544
2026-05-20 18:00:00,1.3746,1.3751,1.3657,1.3724,24143.226512
2026-05-20 19:00:00,1.3715,1.3715,1.3706,1.3706,5129.77145
2026-05-20 20:00:00,1.3662,1.3695,1.3645,1.3695,745.852908
2026-05-20 21:00:00,1.3699,1.37,1.3699,1.37,408.702869
2026-05-20 22:00:00,1.3616,1.3671,1.3615,1.3648,1023.98237
2026-05-20 23:00:00,1.3645,1.371,1.3644,1.371,1025.49902
2026-05-21 01:00:00,1.3776,1.3826,1.3776,1.3826,64.184868
2026-05-21 02:00:00,1.3837,1.386,1.3817,1.3822,1970.245507
2026-05-21 03:00:00,1.3822,1.3844,1.3805,1.3844,434.982136
2026-05-21 04:00:00,1.3841,1.3843,1.3825,1.3827,1277.36089
2026-05-21 05:00:00,1.3789,1.3789,1.3733,1.3756,3182.243902
2026-05-21 07:00:00,1.3716,1.3813,1.3716,1.3813,6.636108
2026-05-21 08:00:00,1.3851,1.3851,1.3763,1.3764,8487.95884
2026-05-21 10:00:00,1.3737,1.3737,1.3651,1.3651,26493.218967
2026-05-21 12:00:00,1.3649,1.3668,1.3631,1.3668,1313.893776
2026-05-21 13:00:00,1.3663,1.3675,1.3556,1.3624,5571.605637
2026-05-21 14:00:00,1.3612,1.3631,1.3553,1.3631,5435.446118
2026-05-21 15:00:00,1.3611,1.3648,1.3602,1.3643,260.427186
2026-05-21 16:00:00,1.3641,1.3641,1.3604,1.3628,4053.908865
2026-05-21 17:00:00,1.3635,1.3864,1.3635,1.3767,21358.029918
2026-05-21 18:00:00,1.3709,1.3777,1.3709,1.3777,417.503232
2026-05-21 19:00:00,1.3772,1.3811,1.3772,1.3791,2251.455536
2026-05-21 20:00:00,1.3783,1.3783,1.3778,1.3778,409.217388
2026-05-21 21:00:00,1.3762,1.3778,1.3757,1.3765,3604.312985
2026-05-21 22:00:00,1.3732,1.3732,1.3718,1.3718,1791.265998
2026-05-21 23:00:00,1.3734,1.3751,1.3695,1.3695,741.345368
2026-05-22 00:00:00,1.37,1.3702,1.3684,1.3702,1388.018909
2026-05-22 02:00:00,1.3713,1.3766,1.3713,1.3742,22563.920936
2026-05-22 04:00:00,1.3738,1.3738,1.369,1.3701,9039.56072
2026-05-22 05:00:00,1.3707,1.3725,1.3676,1.3676,384.924069
2026-05-22 06:00:00,1.3678,1.3678,1.3589,1.3589,21318.756237
2026-05-22 07:00:00,1.3587,1.3668,1.3587,1.3662,26835.826499
2026-05-22 08:00:00,1.3677,1.3677,1.3604,1.3644,15864.564684
2026-05-22 10:00:00,1.3587,1.3603,1.3577,1.3577,743.532888
2026-05-22 11:00:00,1.3576,1.362,1.3576,1.362,834.69903
2026-05-22 12:00:00,1.3647,1.3666,1.3639,1.3666,1198.954164
2026-05-22 13:00:00,1.3691,1.3693,1.3593,1.3608,13612.172567
2026-05-22 14:00:00,1.3612,1.3612,1.352,1.352,3773.780117
2026-05-22 15:00:00,1.3549,1.356,1.3477,1.3538,7070.537755
2026-05-22 16:00:00,1.3539,1.3539,1.3514,1.3517,569.048519
2026-05-22 17:00:00,1.3553,1.3584,1.3517,1.3542,1000.95816
2026-05-22 18:00:00,1.353,1.353,1.3358,1.3518,5823.032046
2026-05-22 19:00:00,1.3513,1.3513,1.3351,1.3388,8907.081358
2026-05-22 20:00:00,1.3379,1.3423,1.3358,1.342,5615.213065
2026-05-22 21:00:00,1.3424,1.3425,1.342,1.3424,1012.005603
2026-05-22 22:00:00,1.339,1.339,1.3362,1.3362,707.225798
2026-05-22 23:00:00,1.3359,1.3359,1.3303,1.3346,1195.861084
2026-05-23 00:00:00,1.3337,1.3354,1.3274,1.3348,1893.180028
2026-05-23 01:00:00,1.3387,1.3387,1.3366,1.3366,614.252139
2026-05-23 02:00:00,1.3384,1.3384,1.3384,1.3384,473.699519
2026-05-23 03:00:00,1.3413,1.3419,1.3401,1.3402,2165.730686
2026-05-23 04:00:00,1.3391,1.3391,1.3359,1.3361,1084.143009
2026-05-23 05:00:00,1.3311,1.3311,1.3299,1.3304,954.491439
2026-05-23 06:00:00,1.3293,1.3335,1.3293,1.3301,12764.500784
